__time,terminal,flight,arrivals,departures
2012-08-31T23:00:00.000Z,Terminal 7,Domestic,189804,200664
2012-08-31T23:00:00.000Z,Terminal 7,International,63326,39853
2012-08-31T23:00:00.000Z,Terminal 8,Domestic,122063,122439
2012-08-31T23:00:00.000Z,Terminal 8,International,1844,3030
2012-08-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,7862,9595
2012-08-31T23:00:00.000Z,Tom Bradley International Terminal,International,394858,324443
2012-09-30T23:00:00.000Z,Misc. Terminal,Domestic,506,301
2012-09-30T23:00:00.000Z,Misc. Terminal,International,19,0
2012-09-30T23:00:00.000Z,Terminal 1,Domestic,405600,398069
2012-09-30T23:00:00.000Z,Terminal 2,Domestic,32055,31869
2012-09-30T23:00:00.000Z,Terminal 2,International,181946,190187
2012-09-30T23:00:00.000Z,Terminal 3,Domestic,165918,163832
2012-09-30T23:00:00.000Z,Terminal 3,International,0,21860
2012-09-30T23:00:00.000Z,Terminal 4,Domestic,431072,420512
2012-09-30T23:00:00.000Z,Terminal 4,International,19912,40590
2012-09-30T23:00:00.000Z,Terminal 5,Domestic,250136,253658
2012-09-30T23:00:00.000Z,Terminal 5,International,33430,18618
2012-09-30T23:00:00.000Z,Terminal 6,Domestic,299290,256462
2012-09-30T23:00:00.000Z,Terminal 6,International,19106,69023
2012-09-30T23:00:00.000Z,Terminal 7,Domestic,206332,217990
2012-09-30T23:00:00.000Z,Terminal 7,International,51773,32390
2012-09-30T23:00:00.000Z,Terminal 8,Domestic,126864,127619
2012-09-30T23:00:00.000Z,Terminal 8,International,1760,3122
2012-09-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8138,6003
2012-09-30T23:00:00.000Z,Tom Bradley International Terminal,International,364573,340936
2012-11-01T00:00:00.000Z,Misc. Terminal,Domestic,28416,27735
2012-11-01T00:00:00.000Z,Misc. Terminal,International,11,0
2012-11-01T00:00:00.000Z,Terminal 1,Domestic,390769,389021
2012-11-01T00:00:00.000Z,Terminal 2,Domestic,28026,27889
2012-11-01T00:00:00.000Z,Terminal 2,International,153123,162919
2012-11-01T00:00:00.000Z,Terminal 3,Domestic,165116,168837
2012-11-01T00:00:00.000Z,Terminal 3,International,0,18139
2012-11-01T00:00:00.000Z,Terminal 4,Domestic,384563,386746
2012-11-01T00:00:00.000Z,Terminal 4,International,27218,34754
2012-11-01T00:00:00.000Z,Terminal 5,Domestic,253338,254015
2012-11-01T00:00:00.000Z,Terminal 5,International,36102,19562
2012-11-01T00:00:00.000Z,Terminal 6,Domestic,262961,259507
2012-11-01T00:00:00.000Z,Terminal 6,International,13556,64003
2012-11-01T00:00:00.000Z,Terminal 7,Domestic,191845,198465
2012-11-01T00:00:00.000Z,Terminal 7,International,74676,36482
2012-11-01T00:00:00.000Z,Terminal 8,Domestic,118738,116312
2012-11-01T00:00:00.000Z,Terminal 8,International,1584,5393
2012-11-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7016,7295
2012-11-01T00:00:00.000Z,Tom Bradley International Terminal,International,325724,303817
2012-12-01T00:00:00.000Z,Imperial Terminal,Domestic,159,0
2012-12-01T00:00:00.000Z,Misc. Terminal,Domestic,52361,49949
2012-12-01T00:00:00.000Z,Misc. Terminal,International,7,0
2012-12-01T00:00:00.000Z,Terminal 1,Domestic,388094,381086
2012-12-01T00:00:00.000Z,Terminal 2,Domestic,30594,31177
2012-12-01T00:00:00.000Z,Terminal 2,International,177712,187853
2012-12-01T00:00:00.000Z,Terminal 3,Domestic,174198,176627
2012-12-01T00:00:00.000Z,Terminal 3,International,0,19740
2012-12-01T00:00:00.000Z,Terminal 4,Domestic,376023,375478
2012-12-01T00:00:00.000Z,Terminal 4,International,20730,34930
2012-12-01T00:00:00.000Z,Terminal 5,Domestic,243040,232067
2012-12-01T00:00:00.000Z,Terminal 5,International,39595,30456
2012-12-01T00:00:00.000Z,Terminal 6,Domestic,302395,304804
2012-12-01T00:00:00.000Z,Terminal 6,International,18318,70970
2012-12-01T00:00:00.000Z,Terminal 7,Domestic,220914,245171
2012-12-01T00:00:00.000Z,Terminal 7,International,81719,47842
2012-12-01T00:00:00.000Z,Terminal 8,Domestic,131821,131603
2012-12-01T00:00:00.000Z,Terminal 8,International,2257,2489
2012-12-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7670,8553
2012-12-01T00:00:00.000Z,Tom Bradley International Terminal,International,352209,327902
2013-01-01T00:00:00.000Z,Imperial Terminal,Domestic,0,156
2013-01-01T00:00:00.000Z,Misc. Terminal,Domestic,48203,49832
2013-01-01T00:00:00.000Z,Misc. Terminal,International,1312,1143
2013-01-01T00:00:00.000Z,Terminal 1,Domestic,355100,351079
2013-01-01T00:00:00.000Z,Terminal 2,Domestic,24240,23827
2013-01-01T00:00:00.000Z,Terminal 2,International,182376,178307
2013-01-01T00:00:00.000Z,Terminal 3,Domestic,153966,155626
2013-01-01T00:00:00.000Z,Terminal 3,International,0,23202
2013-01-01T00:00:00.000Z,Terminal 4,Domestic,366058,355055
2013-01-01T00:00:00.000Z,Terminal 4,International,16936,31105
2013-01-01T00:00:00.000Z,Terminal 5,Domestic,240142,235382
2013-01-01T00:00:00.000Z,Terminal 5,International,35950,13734
2013-01-01T00:00:00.000Z,Terminal 6,Domestic,283282,278454
2013-01-01T00:00:00.000Z,Terminal 6,International,62979,74697
2013-01-01T00:00:00.000Z,Terminal 7,Domestic,208559,232884
2013-01-01T00:00:00.000Z,Terminal 7,International,50677,45756
2013-01-01T00:00:00.000Z,Terminal 8,Domestic,127860,128687
2013-01-01T00:00:00.000Z,Terminal 8,International,3522,2949
2013-01-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7124,5578
2013-01-01T00:00:00.000Z,Tom Bradley International Terminal,International,367132,327865
2013-02-01T00:00:00.000Z,Misc. Terminal,Domestic,68050,66501
2013-02-01T00:00:00.000Z,Misc. Terminal,International,445,270
2013-02-01T00:00:00.000Z,Terminal 1,Domestic,329094,326986
2013-02-01T00:00:00.000Z,Terminal 2,Domestic,27158,27743
2013-02-01T00:00:00.000Z,Terminal 2,International,150854,155971
2013-02-01T00:00:00.000Z,Terminal 3,Domestic,139917,141864
2013-02-01T00:00:00.000Z,Terminal 3,International,0,15834
2013-02-01T00:00:00.000Z,Terminal 4,Domestic,302438,300494
2013-02-01T00:00:00.000Z,Terminal 4,International,14138,20689
2013-02-01T00:00:00.000Z,Terminal 5,Domestic,207561,202215
2013-02-01T00:00:00.000Z,Terminal 5,International,28471,15704
2013-02-01T00:00:00.000Z,Terminal 6,Domestic,259567,255800
2013-02-01T00:00:00.000Z,Terminal 6,International,55198,65321
2013-02-01T00:00:00.000Z,Terminal 7,Domestic,188383,210580
2013-02-01T00:00:00.000Z,Terminal 7,International,42337,40194
2013-02-01T00:00:00.000Z,Terminal 8,Domestic,116332,121349
2013-02-01T00:00:00.000Z,Terminal 8,International,3432,3323
2013-02-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,5147,4518
2013-02-01T00:00:00.000Z,Tom Bradley International Terminal,International,291436,276977
2013-03-01T00:00:00.000Z,Imperial Terminal,Domestic,116,0
2013-03-01T00:00:00.000Z,Misc. Terminal,Domestic,80265,79611
2013-03-01T00:00:00.000Z,Terminal 1,Domestic,419621,422985
2013-03-01T00:00:00.000Z,Terminal 2,Domestic,28602,28779
2013-03-01T00:00:00.000Z,Terminal 2,International,172925,170885
2013-03-01T00:00:00.000Z,Terminal 3,Domestic,177304,180480
2013-03-01T00:00:00.000Z,Terminal 3,International,0,16888
2013-03-01T00:00:00.000Z,Terminal 4,Domestic,361156,369653
2013-03-01T00:00:00.000Z,Terminal 4,International,5228,37029
2013-03-01T00:00:00.000Z,Terminal 5,Domestic,276472,281710
2013-03-01T00:00:00.000Z,Terminal 5,International,41176,21249
2013-03-01T00:00:00.000Z,Terminal 6,Domestic,327752,321763
2013-03-01T00:00:00.000Z,Terminal 6,International,57080,75045
2013-03-01T00:00:00.000Z,Terminal 7,Domestic,257831,295073
2013-03-01T00:00:00.000Z,Terminal 7,International,55586,51824
2013-03-01T00:00:00.000Z,Terminal 8,Domestic,106319,107813
2013-03-01T00:00:00.000Z,Terminal 8,International,3679,3845
2013-03-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,5987,7619
2013-03-01T00:00:00.000Z,Tom Bradley International Terminal,International,377874,318299
2013-03-31T23:00:00.000Z,Misc. Terminal,Domestic,76108,74560
2013-03-31T23:00:00.000Z,Misc. Terminal,International,1061,805
2013-03-31T23:00:00.000Z,Terminal 1,Domestic,394326,395739
2013-03-31T23:00:00.000Z,Terminal 2,Domestic,28395,27695
2013-03-31T23:00:00.000Z,Terminal 2,International,174074,173088
2013-03-31T23:00:00.000Z,Terminal 3,Domestic,182605,188708
2013-03-31T23:00:00.000Z,Terminal 3,International,0,18201
2013-03-31T23:00:00.000Z,Terminal 4,Domestic,366475,362869
2013-03-31T23:00:00.000Z,Terminal 4,International,0,33184
2013-03-31T23:00:00.000Z,Terminal 5,Domestic,263748,284807
2013-03-31T23:00:00.000Z,Terminal 5,International,43521,15982
2013-03-31T23:00:00.000Z,Terminal 6,Domestic,305872,287458
2013-03-31T23:00:00.000Z,Terminal 6,International,50990,70690
2013-03-31T23:00:00.000Z,Terminal 7,Domestic,230589,240173
2013-03-31T23:00:00.000Z,Terminal 7,International,48662,43449
2013-03-31T23:00:00.000Z,Terminal 8,Domestic,101939,100515
2013-03-31T23:00:00.000Z,Terminal 8,International,3085,4336
2013-03-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,6959,8147
2013-03-31T23:00:00.000Z,Tom Bradley International Terminal,International,385170,316512
2013-04-30T23:00:00.000Z,Misc. Terminal,Domestic,79832,76786
2013-04-30T23:00:00.000Z,Misc. Terminal,International,7,17
2013-04-30T23:00:00.000Z,Terminal 1,Domestic,427904,418179
2013-04-30T23:00:00.000Z,Terminal 2,Domestic,32884,32629
2013-04-30T23:00:00.000Z,Terminal 2,International,185517,196840
2013-04-30T23:00:00.000Z,Terminal 3,Domestic,231154,232916
2013-04-30T23:00:00.000Z,Terminal 3,International,0,19567
2013-04-30T23:00:00.000Z,Terminal 4,Domestic,375711,368590
2013-04-30T23:00:00.000Z,Terminal 4,International,4295,42381
2013-04-30T23:00:00.000Z,Terminal 5,Domestic,284547,287029
2013-04-30T23:00:00.000Z,Terminal 5,International,46668,21068
2013-04-30T23:00:00.000Z,Terminal 6,Domestic,286715,287854
2013-04-30T23:00:00.000Z,Terminal 6,International,48809,70252
2013-04-30T23:00:00.000Z,Terminal 7,Domestic,259811,270227
2013-04-30T23:00:00.000Z,Terminal 7,International,51121,50319
2013-04-30T23:00:00.000Z,Terminal 8,Domestic,119773,121530
2013-04-30T23:00:00.000Z,Terminal 8,International,3036,4685
2013-04-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,7755,8988
2013-04-30T23:00:00.000Z,Tom Bradley International Terminal,International,391031,367529
2013-05-31T23:00:00.000Z,Misc. Terminal,Domestic,84206,82885
2013-05-31T23:00:00.000Z,Misc. Terminal,International,14,0
2013-05-31T23:00:00.000Z,Terminal 1,Domestic,443289,441462
2013-05-31T23:00:00.000Z,Terminal 2,Domestic,41801,43449
2013-05-31T23:00:00.000Z,Terminal 2,International,206400,222091
2013-05-31T23:00:00.000Z,Terminal 3,Domestic,253345,255154
2013-05-31T23:00:00.000Z,Terminal 3,International,0,19425
2013-05-31T23:00:00.000Z,Terminal 4,Domestic,385211,387767
2013-05-31T23:00:00.000Z,Terminal 4,International,4630,38487
2013-05-31T23:00:00.000Z,Terminal 5,Domestic,318739,333553
2013-05-31T23:00:00.000Z,Terminal 5,International,28789,22765
2013-05-31T23:00:00.000Z,Terminal 6,Domestic,283987,264916
2013-05-31T23:00:00.000Z,Terminal 6,International,48860,72383
2013-05-31T23:00:00.000Z,Terminal 7,Domestic,292931,313288
2013-05-31T23:00:00.000Z,Terminal 7,International,52232,50258
2013-05-31T23:00:00.000Z,Terminal 8,Domestic,131788,131149
2013-05-31T23:00:00.000Z,Terminal 8,International,2761,5173
2013-05-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8695,9890
2013-05-31T23:00:00.000Z,Tom Bradley International Terminal,International,449595,383146
2013-06-30T23:00:00.000Z,Misc. Terminal,Domestic,89430,86564
2013-06-30T23:00:00.000Z,Misc. Terminal,International,373,1
2013-06-30T23:00:00.000Z,Terminal 1,Domestic,440242,439121
2013-06-30T23:00:00.000Z,Terminal 2,Domestic,48889,48760
2013-06-30T23:00:00.000Z,Terminal 2,International,257753,248515
2013-06-30T23:00:00.000Z,Terminal 3,Domestic,267386,264193
2013-06-30T23:00:00.000Z,Terminal 3,International,0,22356
2013-06-30T23:00:00.000Z,Terminal 4,Domestic,407031,395099
2013-06-30T23:00:00.000Z,Terminal 4,International,7906,48728
2013-06-30T23:00:00.000Z,Terminal 5,Domestic,334420,325346
2013-06-30T23:00:00.000Z,Terminal 5,International,45104,44372
2013-06-30T23:00:00.000Z,Terminal 6,Domestic,319129,305294
2013-06-30T23:00:00.000Z,Terminal 6,International,16297,69988
2013-06-30T23:00:00.000Z,Terminal 7,Domestic,309952,319895
2013-06-30T23:00:00.000Z,Terminal 7,International,94763,52712
2013-06-30T23:00:00.000Z,Terminal 8,Domestic,135826,136040
2013-06-30T23:00:00.000Z,Terminal 8,International,4319,6117
2013-06-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,9678,7447
2013-06-30T23:00:00.000Z,Tom Bradley International Terminal,International,483865,376067
2013-07-31T23:00:00.000Z,Imperial Terminal,Domestic,75,0
2013-07-31T23:00:00.000Z,Misc. Terminal,Domestic,82289,86075
2013-07-31T23:00:00.000Z,Misc. Terminal,International,456,434
2013-07-31T23:00:00.000Z,Terminal 1,Domestic,428442,440463
2013-07-31T23:00:00.000Z,Terminal 2,Domestic,40870,40262
2013-07-31T23:00:00.000Z,Terminal 2,International,251152,249535
2013-07-31T23:00:00.000Z,Terminal 3,Domestic,246493,250822
2013-07-31T23:00:00.000Z,Terminal 3,International,0,19224
2013-07-31T23:00:00.000Z,Terminal 4,Domestic,387047,399545
2013-07-31T23:00:00.000Z,Terminal 4,International,7235,47260
2013-07-31T23:00:00.000Z,Terminal 5,Domestic,334849,342394
2013-07-31T23:00:00.000Z,Terminal 5,International,46249,41482
2013-07-31T23:00:00.000Z,Terminal 6,Domestic,310526,302250
2013-07-31T23:00:00.000Z,Terminal 6,International,16419,66557
2013-07-31T23:00:00.000Z,Terminal 7,Domestic,286369,304507
2013-07-31T23:00:00.000Z,Terminal 7,International,86250,44822
2013-07-31T23:00:00.000Z,Terminal 8,Domestic,132770,137463
2013-07-31T23:00:00.000Z,Terminal 8,International,3666,6199
2013-07-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8259,10015
2013-07-31T23:00:00.000Z,Tom Bradley International Terminal,International,487557,383886
2013-08-31T23:00:00.000Z,Imperial Terminal,Domestic,0,87
2013-08-31T23:00:00.000Z,Misc. Terminal,Domestic,75455,72851
2013-08-31T23:00:00.000Z,Misc. Terminal,International,98,0
2013-08-31T23:00:00.000Z,Terminal 1,Domestic,372466,369282
2013-08-31T23:00:00.000Z,Terminal 2,Domestic,31474,29053
2013-08-31T23:00:00.000Z,Terminal 2,International,204922,205429
2013-08-31T23:00:00.000Z,Terminal 3,Domestic,211892,213850
2013-08-31T23:00:00.000Z,Terminal 3,International,0,19372
2013-08-31T23:00:00.000Z,Terminal 4,Domestic,326246,329559
2013-08-31T23:00:00.000Z,Terminal 4,International,4467,36709
2013-08-31T23:00:00.000Z,Terminal 5,Domestic,273973,284939
2013-08-31T23:00:00.000Z,Terminal 5,International,35264,29095
2013-08-31T23:00:00.000Z,Terminal 6,Domestic,277103,254069
2013-08-31T23:00:00.000Z,Terminal 6,International,11153,61400
2013-08-31T23:00:00.000Z,Terminal 7,Domestic,223035,230725
2013-08-31T23:00:00.000Z,Terminal 7,International,70964,39521
2013-08-31T23:00:00.000Z,Terminal 8,Domestic,108331,112136
2013-08-31T23:00:00.000Z,Terminal 8,International,3610,3314
2013-08-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8693,10208
2013-08-31T23:00:00.000Z,Tom Bradley International Terminal,International,424628,342880
2013-09-30T23:00:00.000Z,Misc. Terminal,Domestic,80159,49241
2013-09-30T23:00:00.000Z,Misc. Terminal,International,18,9
2013-09-30T23:00:00.000Z,Terminal 1,Domestic,404670,398423
2013-09-30T23:00:00.000Z,Terminal 2,Domestic,33248,33566
2013-09-30T23:00:00.000Z,Terminal 2,International,189822,202547
2013-09-30T23:00:00.000Z,Terminal 3,Domestic,230194,227621
2013-09-30T23:00:00.000Z,Terminal 3,International,0,21428
2013-09-30T23:00:00.000Z,Terminal 4,Domestic,363113,356248
2013-09-30T23:00:00.000Z,Terminal 4,International,3349,41947
2013-09-30T23:00:00.000Z,Terminal 5,Domestic,296165,296902
2013-09-30T23:00:00.000Z,Terminal 5,International,30889,29237
2013-09-30T23:00:00.000Z,Terminal 6,Domestic,277083,259599
2013-09-30T23:00:00.000Z,Terminal 6,International,11386,66895
2013-09-30T23:00:00.000Z,Terminal 7,Domestic,242171,252118
2013-09-30T23:00:00.000Z,Terminal 7,International,72608,40280
2013-09-30T23:00:00.000Z,Terminal 8,Domestic,115396,113938
2013-09-30T23:00:00.000Z,Terminal 8,International,3426,3367
2013-09-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,9379,7458
2013-09-30T23:00:00.000Z,Tom Bradley International Terminal,International,393310,358595
2013-11-01T00:00:00.000Z,Misc. Terminal,Domestic,72253,70512
2013-11-01T00:00:00.000Z,Misc. Terminal,International,14,1
2013-11-01T00:00:00.000Z,Terminal 1,Domestic,381828,385177
2013-11-01T00:00:00.000Z,Terminal 2,Domestic,27420,27558
2013-11-01T00:00:00.000Z,Terminal 2,International,169974,175978
2013-11-01T00:00:00.000Z,Terminal 3,Domestic,195021,198400
2013-11-01T00:00:00.000Z,Terminal 3,International,0,16593
2013-11-01T00:00:00.000Z,Terminal 4,Domestic,331106,333723
2013-11-01T00:00:00.000Z,Terminal 4,International,1152,35341
2013-11-01T00:00:00.000Z,Terminal 5,Domestic,255045,251304
2013-11-01T00:00:00.000Z,Terminal 5,International,35904,37063
2013-11-01T00:00:00.000Z,Terminal 6,Domestic,255497,242082
2013-11-01T00:00:00.000Z,Terminal 6,International,10873,64063
2013-11-01T00:00:00.000Z,Terminal 7,Domestic,220161,237355
2013-11-01T00:00:00.000Z,Terminal 7,International,77455,38336
2013-11-01T00:00:00.000Z,Terminal 8,Domestic,110591,107507
2013-11-01T00:00:00.000Z,Terminal 8,International,3331,6238
2013-11-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7449,7083
2013-11-01T00:00:00.000Z,Tom Bradley International Terminal,International,362339,305278
2013-12-01T00:00:00.000Z,Misc. Terminal,Domestic,85535,78329
2013-12-01T00:00:00.000Z,Misc. Terminal,International,29,0
2013-12-01T00:00:00.000Z,Terminal 1,Domestic,441022,424370
2013-12-01T00:00:00.000Z,Terminal 2,Domestic,33878,35363
2013-12-01T00:00:00.000Z,Terminal 2,International,198327,208234
2013-12-01T00:00:00.000Z,Terminal 3,Domestic,238014,230250
2013-12-01T00:00:00.000Z,Terminal 3,International,0,2579
2013-12-01T00:00:00.000Z,Terminal 4,Domestic,385024,371511
2013-12-01T00:00:00.000Z,Terminal 4,International,1639,40821
2013-12-01T00:00:00.000Z,Terminal 5,Domestic,290344,277839
2013-12-01T00:00:00.000Z,Terminal 5,International,41491,44444
2013-12-01T00:00:00.000Z,Terminal 6,Domestic,287416,271674
2013-12-01T00:00:00.000Z,Terminal 6,International,12897,69378
2013-12-01T00:00:00.000Z,Terminal 7,Domestic,261267,270112
2013-12-01T00:00:00.000Z,Terminal 7,International,83225,44177
2013-12-01T00:00:00.000Z,Terminal 8,Domestic,132159,127353
2013-12-01T00:00:00.000Z,Terminal 8,International,3540,5890
2013-12-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,8410,9222
2013-12-01T00:00:00.000Z,Tom Bradley International Terminal,International,403262,350906
2014-01-01T00:00:00.000Z,Imperial Terminal,Domestic,161,0
2014-01-01T00:00:00.000Z,Misc. Terminal,Domestic,76975,78873
2014-01-01T00:00:00.000Z,Misc. Terminal,International,135,0
2014-01-01T00:00:00.000Z,Terminal 1,Domestic,379594,382321
2014-01-01T00:00:00.000Z,Terminal 2,Domestic,29548,29127
2014-01-01T00:00:00.000Z,Terminal 2,International,206664,198805
2014-01-01T00:00:00.000Z,Terminal 3,Domestic,209391,215106
2014-01-01T00:00:00.000Z,Terminal 3,International,0,1565
2014-01-01T00:00:00.000Z,Terminal 4,Domestic,346767,338827
2014-01-01T00:00:00.000Z,Terminal 4,International,1370,39552
2014-01-01T00:00:00.000Z,Terminal 5,Domestic,292559,294466
2014-01-01T00:00:00.000Z,Terminal 5,International,49256,37953
2014-01-01T00:00:00.000Z,Terminal 6,Domestic,262902,244322
2014-01-01T00:00:00.000Z,Terminal 6,International,13090,75577
2014-01-01T00:00:00.000Z,Terminal 7,Domestic,229315,235579
2014-01-01T00:00:00.000Z,Terminal 7,International,86137,40968
2014-01-01T00:00:00.000Z,Terminal 8,Domestic,108836,109035
2014-01-01T00:00:00.000Z,Terminal 8,International,3500,4897
2014-01-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7704,6262
2014-01-01T00:00:00.000Z,Tom Bradley International Terminal,International,425353,357125
2014-02-01T00:00:00.000Z,Misc. Terminal,Domestic,72716,71171
2014-02-01T00:00:00.000Z,Misc. Terminal,International,41,0
2014-02-01T00:00:00.000Z,Terminal 1,Domestic,292789,288784
2014-02-01T00:00:00.000Z,Terminal 2,Domestic,24858,25561
2014-02-01T00:00:00.000Z,Terminal 2,International,166768,167110
2014-02-01T00:00:00.000Z,Terminal 3,Domestic,228871,230268
2014-02-01T00:00:00.000Z,Terminal 3,International,0,1284
2014-02-01T00:00:00.000Z,Terminal 4,Domestic,308950,307162
2014-02-01T00:00:00.000Z,Terminal 4,International,1140,34218
2014-02-01T00:00:00.000Z,Terminal 5,Domestic,268274,275123
2014-02-01T00:00:00.000Z,Terminal 5,International,42004,32917
2014-02-01T00:00:00.000Z,Terminal 6,Domestic,231013,219351
2014-02-01T00:00:00.000Z,Terminal 6,International,12333,72236
2014-02-01T00:00:00.000Z,Terminal 7,Domestic,209439,213982
2014-02-01T00:00:00.000Z,Terminal 7,International,72618,34105
2014-02-01T00:00:00.000Z,Terminal 8,Domestic,102644,103018
2014-02-01T00:00:00.000Z,Terminal 8,International,3500,5486
2014-02-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,5312,4409
2014-02-01T00:00:00.000Z,Tom Bradley International Terminal,International,335724,300805
2014-03-01T00:00:00.000Z,Imperial Terminal,Domestic,78,0
2014-03-01T00:00:00.000Z,Misc. Terminal,Domestic,82171,80646
2014-03-01T00:00:00.000Z,Misc. Terminal,International,62,0
2014-03-01T00:00:00.000Z,Terminal 1,Domestic,334721,333701
2014-03-01T00:00:00.000Z,Terminal 2,Domestic,28383,29575
2014-03-01T00:00:00.000Z,Terminal 2,International,192500,193616
2014-03-01T00:00:00.000Z,Terminal 3,Domestic,304348,314595
2014-03-01T00:00:00.000Z,Terminal 3,International,0,2046
2014-03-01T00:00:00.000Z,Terminal 4,Domestic,367146,377665
2014-03-01T00:00:00.000Z,Terminal 4,International,1557,43343
2014-03-01T00:00:00.000Z,Terminal 5,Domestic,340085,357616
2014-03-01T00:00:00.000Z,Terminal 5,International,48874,37505
2014-03-01T00:00:00.000Z,Terminal 6,Domestic,291474,278964
2014-03-01T00:00:00.000Z,Terminal 6,International,13893,85231
2014-03-01T00:00:00.000Z,Terminal 7,Domestic,253496,266263
2014-03-01T00:00:00.000Z,Terminal 7,International,94062,45549
2014-03-01T00:00:00.000Z,Terminal 8,Domestic,115357,111309
2014-03-01T00:00:00.000Z,Terminal 8,International,3679,6608
2014-03-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,4713,6121
2014-03-01T00:00:00.000Z,Tom Bradley International Terminal,International,402464,335678
2014-04-30T23:00:00.000Z,Terminal 3,International,0,2951
2014-04-30T23:00:00.000Z,Terminal 3,Domestic,332717,332153
2014-04-30T23:00:00.000Z,Terminal 4,Domestic,379696,371444
2014-04-30T23:00:00.000Z,Terminal 4,International,3988,41124
2014-04-30T23:00:00.000Z,Terminal 5,Domestic,338032,356026
2014-04-30T23:00:00.000Z,Terminal 5,International,35292,31974
2014-04-30T23:00:00.000Z,Terminal 6,Domestic,310371,286334
2014-04-30T23:00:00.000Z,Terminal 6,International,20654,79132
2014-04-30T23:00:00.000Z,Terminal 7,Domestic,265726,285066
2014-04-30T23:00:00.000Z,Terminal 7,International,87474,43508
2014-04-30T23:00:00.000Z,Terminal 8,Domestic,125305,118031
2014-04-30T23:00:00.000Z,Terminal 8,International,3271,7305
2014-04-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,7162,7927
2014-04-30T23:00:00.000Z,Tom Bradley International Terminal,International,465806,437842
2014-04-30T23:00:00.000Z,Misc. Terminal,Domestic,79634,75856
2014-04-30T23:00:00.000Z,Misc. Terminal,International,6,0
2014-04-30T23:00:00.000Z,Terminal 1,Domestic,346464,339577
2014-04-30T23:00:00.000Z,Terminal 2,Domestic,34475,34614
2014-04-30T23:00:00.000Z,Terminal 2,International,194738,199334
2014-03-31T23:00:00.000Z,Misc. Terminal,Domestic,73018,72746
2014-03-31T23:00:00.000Z,Misc. Terminal,International,29,8
2014-03-31T23:00:00.000Z,Terminal 1,Domestic,325368,327814
2014-03-31T23:00:00.000Z,Terminal 2,Domestic,27871,26805
2014-03-31T23:00:00.000Z,Terminal 2,International,185675,178124
2014-03-31T23:00:00.000Z,Terminal 3,Domestic,309962,317569
2014-03-31T23:00:00.000Z,Terminal 3,International,0,2909
2014-03-31T23:00:00.000Z,Terminal 4,Domestic,363150,362783
2014-03-31T23:00:00.000Z,Terminal 4,International,1800,41599
2014-03-31T23:00:00.000Z,Terminal 5,Domestic,333540,347192
2014-03-31T23:00:00.000Z,Terminal 5,International,43672,30590
2014-03-31T23:00:00.000Z,Terminal 6,Domestic,321739,271751
2014-03-31T23:00:00.000Z,Terminal 6,International,12581,77901
2014-03-31T23:00:00.000Z,Terminal 7,Domestic,248411,255902
2014-03-31T23:00:00.000Z,Terminal 7,International,89596,40820
2014-03-31T23:00:00.000Z,Terminal 8,Domestic,115937,113797
2014-03-31T23:00:00.000Z,Terminal 8,International,3565,5469
2014-03-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,7116,7970
2014-03-31T23:00:00.000Z,Tom Bradley International Terminal,International,451364,363994
2014-05-31T23:00:00.000Z,Misc. Terminal,Domestic,76382,74518
2014-05-31T23:00:00.000Z,Misc. Terminal,International,12,0
2014-05-31T23:00:00.000Z,Terminal 1,Domestic,387708,384976
2014-05-31T23:00:00.000Z,Terminal 2,Domestic,37428,40736
2014-05-31T23:00:00.000Z,Terminal 2,International,191844,209066
2014-05-31T23:00:00.000Z,Terminal 3,Domestic,365130,370064
2014-05-31T23:00:00.000Z,Terminal 3,International,0,2907
2014-05-31T23:00:00.000Z,Terminal 4,Domestic,378355,383371
2014-05-31T23:00:00.000Z,Terminal 4,International,4976,44155
2014-05-31T23:00:00.000Z,Terminal 5,Domestic,354635,363381
2014-05-31T23:00:00.000Z,Terminal 5,International,35794,38289
2014-05-31T23:00:00.000Z,Terminal 6,Domestic,362338,320508
2014-05-31T23:00:00.000Z,Terminal 6,International,23238,81317
2014-05-31T23:00:00.000Z,Terminal 7,Domestic,285784,305604
2014-05-31T23:00:00.000Z,Terminal 7,International,87225,43855
