__time,terminal,flight,arrivals,departures
2009-04-30T23:00:00.000Z,Terminal 8,Domestic,103958,99339
2009-04-30T23:00:00.000Z,Terminal 8,International,4853,5213
2009-04-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,5131,5882
2009-04-30T23:00:00.000Z,Tom Bradley International Terminal,International,359721,306669
2009-05-31T23:00:00.000Z,Misc. Terminal,Domestic,97,159
2009-05-31T23:00:00.000Z,Misc. Terminal,International,121,0
2009-05-31T23:00:00.000Z,Terminal 1,Domestic,389976,393841
2009-05-31T23:00:00.000Z,Terminal 2,Domestic,114577,116703
2009-05-31T23:00:00.000Z,Terminal 2,International,133899,154393
2009-05-31T23:00:00.000Z,Terminal 3,Domestic,169988,176797
2009-05-31T23:00:00.000Z,Terminal 3,International,14034,54147
2009-05-31T23:00:00.000Z,Terminal 4,Domestic,391868,396141
2009-05-31T23:00:00.000Z,Terminal 4,International,31304,38842
2009-05-31T23:00:00.000Z,Terminal 5,Domestic,171589,177065
2009-05-31T23:00:00.000Z,Terminal 5,International,8585,26479
2009-05-31T23:00:00.000Z,Terminal 6,Domestic,215962,209466
2009-05-31T23:00:00.000Z,Terminal 6,International,1128,4758
2009-05-31T23:00:00.000Z,Terminal 7,Domestic,299649,316429
2009-05-31T23:00:00.000Z,Terminal 7,International,22554,31683
2009-05-31T23:00:00.000Z,Terminal 8,Domestic,109665,111739
2009-05-31T23:00:00.000Z,Terminal 8,International,4742,6204
2009-05-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,6046,6470
2009-05-31T23:00:00.000Z,Tom Bradley International Terminal,International,386473,346918
2009-06-30T23:00:00.000Z,Imperial Terminal,International,240,241
2009-06-30T23:00:00.000Z,Misc. Terminal,Domestic,75,202
2009-06-30T23:00:00.000Z,Terminal 1,Domestic,403449,407772
2009-06-30T23:00:00.000Z,Terminal 2,Domestic,26829,28300
2009-06-30T23:00:00.000Z,Terminal 2,International,158876,176550
2009-06-30T23:00:00.000Z,Terminal 3,Domestic,181632,183431
2009-06-30T23:00:00.000Z,Terminal 3,International,16783,54539
2009-06-30T23:00:00.000Z,Terminal 4,Domestic,422117,414432
2009-06-30T23:00:00.000Z,Terminal 4,International,32439,41449
2009-06-30T23:00:00.000Z,Terminal 5,Domestic,308152,306919
2009-06-30T23:00:00.000Z,Terminal 5,International,24601,42818
2009-06-30T23:00:00.000Z,Terminal 6,Domestic,269706,257538
2009-06-30T23:00:00.000Z,Terminal 6,International,11673,15745
2009-06-30T23:00:00.000Z,Terminal 7,Domestic,325140,334871
2009-06-30T23:00:00.000Z,Terminal 7,International,27364,33495
2009-06-30T23:00:00.000Z,Terminal 8,Domestic,111575,116749
2009-06-30T23:00:00.000Z,Terminal 8,International,5018,6906
2009-06-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8369,7741
2009-06-30T23:00:00.000Z,Tom Bradley International Terminal,International,473470,367204
2009-07-31T23:00:00.000Z,Misc. Terminal,Domestic,48,47
2009-07-31T23:00:00.000Z,Terminal 1,Domestic,380437,393405
2009-07-31T23:00:00.000Z,Terminal 2,Domestic,26553,26256
2009-07-31T23:00:00.000Z,Terminal 2,International,159228,173839
2009-07-31T23:00:00.000Z,Terminal 3,Domestic,182083,180363
2009-07-31T23:00:00.000Z,Terminal 3,International,16861,51605
2009-07-31T23:00:00.000Z,Terminal 4,Domestic,410380,411723
2009-07-31T23:00:00.000Z,Terminal 4,International,31135,32905
2009-07-31T23:00:00.000Z,Terminal 5,Domestic,273531,277029
2009-07-31T23:00:00.000Z,Terminal 5,International,21895,31391
2009-07-31T23:00:00.000Z,Terminal 6,Domestic,261450,252676
2009-07-31T23:00:00.000Z,Terminal 6,International,13405,16181
2009-07-31T23:00:00.000Z,Terminal 7,Domestic,319834,331123
2009-07-31T23:00:00.000Z,Terminal 7,International,29330,32359
2009-07-31T23:00:00.000Z,Terminal 8,Domestic,107362,116220
2009-07-31T23:00:00.000Z,Terminal 8,International,5590,7388
2009-07-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8511,8955
2009-07-31T23:00:00.000Z,Tom Bradley International Terminal,International,491753,354591
2009-08-31T23:00:00.000Z,Misc. Terminal,International,2,0
2009-08-31T23:00:00.000Z,Terminal 1,Domestic,347984,345096
2009-08-31T23:00:00.000Z,Terminal 2,Domestic,16449,14024
2009-08-31T23:00:00.000Z,Terminal 2,International,132206,150316
2009-08-31T23:00:00.000Z,Terminal 3,Domestic,159191,155511
2009-08-31T23:00:00.000Z,Terminal 3,International,13568,44521
2009-08-31T23:00:00.000Z,Terminal 4,Domestic,355401,352380
2009-08-31T23:00:00.000Z,Terminal 4,International,27859,35978
2009-08-31T23:00:00.000Z,Terminal 5,Domestic,231732,229082
2009-08-31T23:00:00.000Z,Terminal 5,International,10130,20948
2009-08-31T23:00:00.000Z,Terminal 6,Domestic,187499,182653
2009-08-31T23:00:00.000Z,Terminal 6,International,11125,15672
2009-08-31T23:00:00.000Z,Terminal 7,Domestic,239863,243362
2009-08-31T23:00:00.000Z,Terminal 7,International,21771,26188
2009-08-31T23:00:00.000Z,Terminal 8,Domestic,103867,104439
2009-08-31T23:00:00.000Z,Terminal 8,International,4444,5111
2009-08-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,8236,8895
2009-08-31T23:00:00.000Z,Tom Bradley International Terminal,International,395614,309742
2009-09-30T23:00:00.000Z,Imperial Terminal,Domestic,49,0
2009-09-30T23:00:00.000Z,Misc. Terminal,Domestic,0,78
2009-09-30T23:00:00.000Z,Terminal 1,Domestic,373866,371395
2009-09-30T23:00:00.000Z,Terminal 2,Domestic,15566,15402
2009-09-30T23:00:00.000Z,Terminal 2,International,130475,147602
2009-09-30T23:00:00.000Z,Terminal 3,Domestic,162632,159425
2009-09-30T23:00:00.000Z,Terminal 3,International,11329,47695
2009-09-30T23:00:00.000Z,Terminal 4,Domestic,388381,379520
2009-09-30T23:00:00.000Z,Terminal 4,International,27372,46145
2009-09-30T23:00:00.000Z,Terminal 5,Domestic,226610,230927
2009-09-30T23:00:00.000Z,Terminal 5,International,14384,27564
2009-09-30T23:00:00.000Z,Terminal 6,Domestic,202876,191052
2009-09-30T23:00:00.000Z,Terminal 6,International,10834,16701
2009-09-30T23:00:00.000Z,Terminal 7,Domestic,242040,240273
2009-09-30T23:00:00.000Z,Terminal 7,International,19421,26951
2009-09-30T23:00:00.000Z,Terminal 8,Domestic,135913,140422
2009-09-30T23:00:00.000Z,Terminal 8,International,4592,5418
2009-09-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,9043,7836
2009-09-30T23:00:00.000Z,Tom Bradley International Terminal,International,396107,335736
2009-11-01T00:00:00.000Z,Misc. Terminal,Domestic,129,90
2009-11-01T00:00:00.000Z,Misc. Terminal,International,15,0
2009-11-01T00:00:00.000Z,Terminal 1,Domestic,343456,353697
2009-11-01T00:00:00.000Z,Terminal 2,Domestic,14348,14169
2009-11-01T00:00:00.000Z,Terminal 2,International,131707,140344
2009-11-01T00:00:00.000Z,Terminal 3,Domestic,156751,155573
2009-11-01T00:00:00.000Z,Terminal 3,International,10930,56064
2009-11-01T00:00:00.000Z,Terminal 4,Domestic,351824,352521
2009-11-01T00:00:00.000Z,Terminal 4,International,18399,36677
2009-11-01T00:00:00.000Z,Terminal 5,Domestic,207383,213307
2009-11-01T00:00:00.000Z,Terminal 5,International,14893,21191
2009-11-01T00:00:00.000Z,Terminal 6,Domestic,186428,180286
2009-11-01T00:00:00.000Z,Terminal 6,International,11312,16142
2009-11-01T00:00:00.000Z,Terminal 7,Domestic,217924,225804
2009-11-01T00:00:00.000Z,Terminal 7,International,15991,23518
2009-11-01T00:00:00.000Z,Terminal 8,Domestic,129021,129676
2009-11-01T00:00:00.000Z,Terminal 8,International,3977,6269
2009-11-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7044,6145
2009-11-01T00:00:00.000Z,Tom Bradley International Terminal,International,370133,296571
2009-12-01T00:00:00.000Z,Misc. Terminal,Domestic,1119,157
2009-12-01T00:00:00.000Z,Terminal 1,Domestic,371175,365618
2009-12-01T00:00:00.000Z,Terminal 2,Domestic,19690,19806
2009-12-01T00:00:00.000Z,Terminal 2,International,160543,181668
2009-12-01T00:00:00.000Z,Terminal 3,Domestic,168867,166610
2009-12-01T00:00:00.000Z,Terminal 3,International,14836,69201
2009-12-01T00:00:00.000Z,Terminal 4,Domestic,371129,365220
2009-12-01T00:00:00.000Z,Terminal 4,International,16432,38802
2009-12-01T00:00:00.000Z,Terminal 5,Domestic,219167,227444
2009-12-01T00:00:00.000Z,Terminal 5,International,15835,19781
2009-12-01T00:00:00.000Z,Terminal 6,Domestic,214461,199832
2009-12-01T00:00:00.000Z,Terminal 6,International,11691,16626
2009-12-01T00:00:00.000Z,Terminal 7,Domestic,229077,235195
2009-12-01T00:00:00.000Z,Terminal 7,International,18892,26613
2009-12-01T00:00:00.000Z,Terminal 8,Domestic,142259,143385
2009-12-01T00:00:00.000Z,Terminal 8,International,4928,6853
2009-12-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,7235,6770
2009-12-01T00:00:00.000Z,Tom Bradley International Terminal,International,417138,332737
2010-01-01T00:00:00.000Z,Misc. Terminal,Domestic,576,1470
2010-01-01T00:00:00.000Z,Terminal 1,Domestic,335141,330779
2010-01-01T00:00:00.000Z,Terminal 2,Domestic,15225,15326
2010-01-01T00:00:00.000Z,Terminal 2,International,170377,171172
2010-01-01T00:00:00.000Z,Terminal 3,Domestic,145146,146288
2010-01-01T00:00:00.000Z,Terminal 3,International,15320,68562
2010-01-01T00:00:00.000Z,Terminal 4,Domestic,350123,341028
2010-01-01T00:00:00.000Z,Terminal 4,International,14342,36002
2010-01-01T00:00:00.000Z,Terminal 5,Domestic,209023,206229
2010-01-01T00:00:00.000Z,Terminal 5,International,30347,27925
2010-01-01T00:00:00.000Z,Terminal 6,Domestic,177973,246926
2010-01-01T00:00:00.000Z,Terminal 6,International,10038,14680
2010-01-01T00:00:00.000Z,Terminal 7,Domestic,225102,226176
2010-01-01T00:00:00.000Z,Terminal 7,International,15737,24425
2010-01-01T00:00:00.000Z,Terminal 8,Domestic,128882,132585
2010-01-01T00:00:00.000Z,Terminal 8,International,5266,7250
2010-01-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,6065,5012
2010-01-01T00:00:00.000Z,Tom Bradley International Terminal,International,436044,317158
2010-02-01T00:00:00.000Z,Misc. Terminal,Domestic,104,53
2010-02-01T00:00:00.000Z,Misc. Terminal,International,9,4
2010-02-01T00:00:00.000Z,Terminal 1,Domestic,293345,293510
2010-02-01T00:00:00.000Z,Terminal 2,Domestic,10830,11481
2010-02-01T00:00:00.000Z,Terminal 2,International,135455,139188
2010-02-01T00:00:00.000Z,Terminal 3,Domestic,133674,133429
2010-02-01T00:00:00.000Z,Terminal 3,International,14323,61317
2010-02-01T00:00:00.000Z,Terminal 4,Domestic,302898,299798
2010-02-01T00:00:00.000Z,Terminal 4,International,15566,31046
2010-02-01T00:00:00.000Z,Terminal 5,Domestic,177502,184070
2010-02-01T00:00:00.000Z,Terminal 5,International,21897,21655
2010-02-01T00:00:00.000Z,Terminal 6,Domestic,167212,153883
2010-02-01T00:00:00.000Z,Terminal 6,International,10585,14542
2010-02-01T00:00:00.000Z,Terminal 7,Domestic,196771,206884
2010-02-01T00:00:00.000Z,Terminal 7,International,13656,21367
2010-02-01T00:00:00.000Z,Terminal 8,Domestic,128771,129146
2010-02-01T00:00:00.000Z,Terminal 8,International,4022,6000
2010-02-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,4710,3855
2010-02-01T00:00:00.000Z,Tom Bradley International Terminal,International,343316,274445
2010-03-01T00:00:00.000Z,Misc. Terminal,Domestic,269,234
2010-03-01T00:00:00.000Z,Misc. Terminal,International,6,0
2010-03-01T00:00:00.000Z,Terminal 1,Domestic,360070,363379
2010-03-01T00:00:00.000Z,Terminal 2,Domestic,12326,13171
2010-03-01T00:00:00.000Z,Terminal 2,International,161387,162792
2010-03-01T00:00:00.000Z,Terminal 3,Domestic,161971,163267
2010-03-01T00:00:00.000Z,Terminal 3,International,15850,66498
2010-03-01T00:00:00.000Z,Terminal 4,Domestic,374184,379258
2010-03-01T00:00:00.000Z,Terminal 4,International,17842,35189
2010-03-01T00:00:00.000Z,Terminal 5,Domestic,237382,250103
2010-03-01T00:00:00.000Z,Terminal 5,International,12039,11306
2010-03-01T00:00:00.000Z,Terminal 6,Domestic,210347,195959
2010-03-01T00:00:00.000Z,Terminal 6,International,11762,16454
2010-03-01T00:00:00.000Z,Terminal 7,Domestic,234563,252383
2010-03-01T00:00:00.000Z,Terminal 7,International,17403,23677
2010-03-01T00:00:00.000Z,Terminal 8,Domestic,156659,156791
2010-03-01T00:00:00.000Z,Terminal 8,International,5010,7752
2010-03-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,5102,5541
2010-03-01T00:00:00.000Z,Tom Bradley International Terminal,International,404032,310068
2010-03-31T23:00:00.000Z,Misc. Terminal,Domestic,11,14
2010-03-31T23:00:00.000Z,Misc. Terminal,International,16,0
2010-03-31T23:00:00.000Z,Terminal 1,Domestic,352251,356612
2010-03-31T23:00:00.000Z,Terminal 2,Domestic,15151,14370
2010-03-31T23:00:00.000Z,Terminal 2,International,154999,161615
2010-03-31T23:00:00.000Z,Terminal 3,Domestic,153673,159820
2010-03-31T23:00:00.000Z,Terminal 3,International,16256,66592
2010-03-31T23:00:00.000Z,Terminal 4,Domestic,377996,381780
2010-03-31T23:00:00.000Z,Terminal 4,International,11029,32908
2010-03-31T23:00:00.000Z,Terminal 5,Domestic,217067,217902
2010-03-31T23:00:00.000Z,Terminal 5,International,12686,11027
2010-03-31T23:00:00.000Z,Terminal 6,Domestic,210375,197723
2010-03-31T23:00:00.000Z,Terminal 6,International,10616,13982
2010-03-31T23:00:00.000Z,Terminal 7,Domestic,227822,249015
2010-03-31T23:00:00.000Z,Terminal 7,International,20215,21489
2010-03-31T23:00:00.000Z,Terminal 8,Domestic,147200,149103
2010-03-31T23:00:00.000Z,Terminal 8,International,4867,8623
2010-03-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,5217,6743
2010-03-31T23:00:00.000Z,Tom Bradley International Terminal,International,406836,293345
2010-04-30T23:00:00.000Z,Misc. Terminal,Domestic,35,26
2010-04-30T23:00:00.000Z,Misc. Terminal,International,1,0
2010-04-30T23:00:00.000Z,Terminal 1,Domestic,379626,371162
2010-04-30T23:00:00.000Z,Terminal 2,Domestic,16397,16511
2010-04-30T23:00:00.000Z,Terminal 2,International,160993,169694
2010-04-30T23:00:00.000Z,Terminal 3,Domestic,158666,163045
2010-04-30T23:00:00.000Z,Terminal 3,International,16518,65506
2010-04-30T23:00:00.000Z,Terminal 4,Domestic,393008,381490
2010-04-30T23:00:00.000Z,Terminal 4,International,12869,37572
2010-04-30T23:00:00.000Z,Terminal 5,Domestic,226692,220433
2010-04-30T23:00:00.000Z,Terminal 5,International,3696,9376
2010-04-30T23:00:00.000Z,Terminal 6,Domestic,259682,240225
2010-04-30T23:00:00.000Z,Terminal 6,International,10178,16012
2010-04-30T23:00:00.000Z,Terminal 7,Domestic,236150,249788
2010-04-30T23:00:00.000Z,Terminal 7,International,22018,25744
2010-04-30T23:00:00.000Z,Terminal 8,Domestic,151455,148154
2010-04-30T23:00:00.000Z,Terminal 8,International,5086,8531
2010-04-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,6487,7439
2010-04-30T23:00:00.000Z,Tom Bradley International Terminal,International,425044,341287
2010-05-31T23:00:00.000Z,Imperial Terminal,Domestic,52,47
2010-05-31T23:00:00.000Z,Misc. Terminal,Domestic,120,33
2010-05-31T23:00:00.000Z,Terminal 1,Domestic,393387,395579
2010-05-31T23:00:00.000Z,Terminal 2,Domestic,20636,22385
2010-05-31T23:00:00.000Z,Terminal 2,International,174858,195450
2010-05-31T23:00:00.000Z,Terminal 3,Domestic,176694,181942
2010-05-31T23:00:00.000Z,Terminal 3,International,15291,59819
2010-05-31T23:00:00.000Z,Terminal 4,Domestic,396418,398846
2010-05-31T23:00:00.000Z,Terminal 4,International,18179,44911
2010-05-31T23:00:00.000Z,Terminal 5,Domestic,225871,227316
2010-05-31T23:00:00.000Z,Terminal 5,International,15391,22397
2010-05-31T23:00:00.000Z,Terminal 6,Domestic,289901,282783
2010-05-31T23:00:00.000Z,Terminal 6,International,2644,5385
2010-05-31T23:00:00.000Z,Terminal 7,Domestic,252902,275962
2010-05-31T23:00:00.000Z,Terminal 7,International,26666,30232
2010-05-31T23:00:00.000Z,Terminal 8,Domestic,165704,166571
2010-05-31T23:00:00.000Z,Terminal 8,International,3765,8913
2010-05-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,6663,7948
2010-05-31T23:00:00.000Z,Tom Bradley International Terminal,International,435636,364097
2010-06-30T23:00:00.000Z,Misc. Terminal,Domestic,239,412
2010-06-30T23:00:00.000Z,Terminal 1,Domestic,405635,403081
2010-06-30T23:00:00.000Z,Terminal 2,Domestic,28249,29820
2010-06-30T23:00:00.000Z,Terminal 2,International,209013,211465
2010-06-30T23:00:00.000Z,Terminal 3,Domestic,186832,187429
2010-06-30T23:00:00.000Z,Terminal 3,International,19743,64054
2010-06-30T23:00:00.000Z,Terminal 4,Domestic,419766,411470
2010-06-30T23:00:00.000Z,Terminal 4,International,19459,43492
2010-06-30T23:00:00.000Z,Terminal 5,Domestic,279427,268896
2010-06-30T23:00:00.000Z,Terminal 5,International,12890,22809
2010-06-30T23:00:00.000Z,Terminal 6,Domestic,317445,310019
2010-06-30T23:00:00.000Z,Terminal 6,International,2014,8619
2010-06-30T23:00:00.000Z,Terminal 7,Domestic,267907,272709
2010-06-30T23:00:00.000Z,Terminal 7,International,27987,31085
2010-06-30T23:00:00.000Z,Terminal 8,Domestic,176118,172680
2010-06-30T23:00:00.000Z,Terminal 8,International,3813,9875
2010-06-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,1343,4397
2010-06-30T23:00:00.000Z,Tom Bradley International Terminal,International,491300,371369
2010-07-31T23:00:00.000Z,Misc. Terminal,Domestic,221,2
2010-07-31T23:00:00.000Z,Misc. Terminal,International,13,0
2010-07-31T23:00:00.000Z,Terminal 1,Domestic,394292,405415
2010-07-31T23:00:00.000Z,Terminal 2,Domestic,29820,29146
2010-07-31T23:00:00.000Z,Terminal 2,International,212416,219662
2010-07-31T23:00:00.000Z,Terminal 3,Domestic,190601,189788
2010-07-31T23:00:00.000Z,Terminal 3,International,20458,61693
2010-07-31T23:00:00.000Z,Terminal 4,Domestic,409850,412777
2010-07-31T23:00:00.000Z,Terminal 4,International,19846,40501
2010-07-31T23:00:00.000Z,Terminal 5,Domestic,266090,261580
2010-07-31T23:00:00.000Z,Terminal 5,International,17336,22421
2010-07-31T23:00:00.000Z,Terminal 6,Domestic,308222,304380
2010-07-31T23:00:00.000Z,Terminal 6,International,2772,8033
2010-07-31T23:00:00.000Z,Terminal 7,Domestic,269570,286987
2010-07-31T23:00:00.000Z,Terminal 7,International,28818,30087
2010-07-31T23:00:00.000Z,Terminal 8,Domestic,166986,170990
2010-07-31T23:00:00.000Z,Terminal 8,International,3854,10087
2010-07-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,230,5012
2010-07-31T23:00:00.000Z,Tom Bradley International Terminal,International,478074,339816
2010-08-31T23:00:00.000Z,Misc. Terminal,Domestic,130,120
2010-08-31T23:00:00.000Z,Misc. Terminal,International,9,0
2010-08-31T23:00:00.000Z,Terminal 1,Domestic,346148,342643
2010-08-31T23:00:00.000Z,Terminal 2,Domestic,20984,19860
2010-08-31T23:00:00.000Z,Terminal 2,International,187201,195687
2010-08-31T23:00:00.000Z,Terminal 3,Domestic,159848,156285
2010-08-31T23:00:00.000Z,Terminal 3,International,17783,55887
2010-08-31T23:00:00.000Z,Terminal 4,Domestic,355567,348656
2010-08-31T23:00:00.000Z,Terminal 4,International,16509,37248
2010-08-31T23:00:00.000Z,Terminal 5,Domestic,224902,221697
2010-08-31T23:00:00.000Z,Terminal 5,International,15450,16400
2010-08-31T23:00:00.000Z,Terminal 6,Domestic,248083,233242
2010-08-31T23:00:00.000Z,Terminal 6,International,2458,6152
2010-08-31T23:00:00.000Z,Terminal 7,Domestic,230821,240962
2010-08-31T23:00:00.000Z,Terminal 7,International,23174,26914
2010-08-31T23:00:00.000Z,Terminal 8,Domestic,140107,138004
2010-08-31T23:00:00.000Z,Terminal 8,International,3450,6005
2010-08-31T23:00:00.000Z,Tom Bradley International Terminal,International,372523,279853
2010-08-31T23:00:00.000Z,Tom Bradley International Terminal,Domestic,0,4633
2010-09-30T23:00:00.000Z,Imperial Terminal,Domestic,56,0
2010-09-30T23:00:00.000Z,Misc. Terminal,Domestic,50,46
2010-09-30T23:00:00.000Z,Terminal 1,Domestic,378946,374770
2010-09-30T23:00:00.000Z,Terminal 2,Domestic,20197,22297
2010-09-30T23:00:00.000Z,Terminal 2,International,182840,198123
2010-09-30T23:00:00.000Z,Terminal 3,Domestic,191376,186794
2010-09-30T23:00:00.000Z,Terminal 3,International,17644,62921
2010-09-30T23:00:00.000Z,Terminal 4,Domestic,385041,371727
2010-09-30T23:00:00.000Z,Terminal 4,International,14463,45016
2010-09-30T23:00:00.000Z,Terminal 5,Domestic,233735,256637
2010-09-30T23:00:00.000Z,Terminal 5,International,17302,17858
2010-09-30T23:00:00.000Z,Terminal 6,Domestic,233124,219268
2010-09-30T23:00:00.000Z,Terminal 6,International,1842,7812
2010-09-30T23:00:00.000Z,Terminal 7,Domestic,246520,256343
2010-09-30T23:00:00.000Z,Terminal 7,International,23382,29765
2010-09-30T23:00:00.000Z,Terminal 8,Domestic,152107,149674
2010-09-30T23:00:00.000Z,Terminal 8,International,3359,6720
2010-09-30T23:00:00.000Z,Tom Bradley International Terminal,International,376166,300195
2010-09-30T23:00:00.000Z,Tom Bradley International Terminal,Domestic,0,3969
2010-11-01T00:00:00.000Z,Misc. Terminal,Domestic,343,379
2010-11-01T00:00:00.000Z,Misc. Terminal,International,7,0
2010-11-01T00:00:00.000Z,Terminal 1,Domestic,364997,367900
2010-11-01T00:00:00.000Z,Terminal 2,Domestic,22216,21938
2010-11-01T00:00:00.000Z,Terminal 2,International,165764,180185
2010-11-01T00:00:00.000Z,Terminal 3,Domestic,191252,190568
2010-11-01T00:00:00.000Z,Terminal 3,International,14823,64118
2010-11-01T00:00:00.000Z,Terminal 4,Domestic,353035,348350
2010-11-01T00:00:00.000Z,Terminal 4,International,16645,39348
2010-11-01T00:00:00.000Z,Terminal 5,Domestic,226401,217881
2010-11-01T00:00:00.000Z,Terminal 5,International,1904,11293
2010-11-01T00:00:00.000Z,Terminal 6,Domestic,223356,215831
2010-11-01T00:00:00.000Z,Terminal 6,International,17709,21014
2010-11-01T00:00:00.000Z,Terminal 7,Domestic,225949,236219
2010-11-01T00:00:00.000Z,Terminal 7,International,23297,26631
2010-11-01T00:00:00.000Z,Terminal 8,Domestic,138503,135456
2010-11-01T00:00:00.000Z,Terminal 8,International,3217,7803
2010-11-01T00:00:00.000Z,Tom Bradley International Terminal,International,352356,259067
2010-11-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,0,3327
2010-12-01T00:00:00.000Z,Imperial Terminal,Domestic,1273,0
2010-12-01T00:00:00.000Z,Misc. Terminal,Domestic,3122,102
2010-12-01T00:00:00.000Z,Misc. Terminal,International,6,0
2010-12-01T00:00:00.000Z,Terminal 1,Domestic,383292,377784
2010-12-01T00:00:00.000Z,Terminal 2,Domestic,30949,28949
2010-12-01T00:00:00.000Z,Terminal 2,International,178235,201281
2010-12-01T00:00:00.000Z,Terminal 3,Domestic,210599,209449
2010-12-01T00:00:00.000Z,Terminal 3,International,18146,71065
2010-12-01T00:00:00.000Z,Terminal 4,Domestic,368491,358127
2010-12-01T00:00:00.000Z,Terminal 4,International,16096,37015
2010-12-01T00:00:00.000Z,Terminal 5,Domestic,221976,216349
2010-12-01T00:00:00.000Z,Terminal 5,International,8383,15155
2010-12-01T00:00:00.000Z,Terminal 6,Domestic,235415,332069
2010-12-01T00:00:00.000Z,Terminal 6,International,12071,24489
2010-12-01T00:00:00.000Z,Terminal 7,Domestic,219208,228208
2010-12-01T00:00:00.000Z,Terminal 7,International,33033,35337
2010-12-01T00:00:00.000Z,Terminal 8,Domestic,149627,145001
2010-12-01T00:00:00.000Z,Terminal 8,International,3344,7825
2010-12-01T00:00:00.000Z,Tom Bradley International Terminal,International,384360,279010
2010-12-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,0,5016
2011-01-01T00:00:00.000Z,Misc. Terminal,Domestic,209,3314
2011-01-01T00:00:00.000Z,Misc. Terminal,International,5,1
2011-01-01T00:00:00.000Z,Terminal 1,Domestic,352873,350613
2011-01-01T00:00:00.000Z,Terminal 2,Domestic,25491,25121
2011-01-01T00:00:00.000Z,Terminal 2,International,181946,192404
2011-01-01T00:00:00.000Z,Terminal 3,Domestic,182314,185592
2011-01-01T00:00:00.000Z,Terminal 3,International,16047,66840
2011-01-01T00:00:00.000Z,Terminal 4,Domestic,347547,333685
2011-01-01T00:00:00.000Z,Terminal 4,International,15543,37797
2011-01-01T00:00:00.000Z,Terminal 5,Domestic,216480,204078
2011-01-01T00:00:00.000Z,Terminal 5,International,381,17794
2011-01-01T00:00:00.000Z,Terminal 6,Domestic,197567,193921
2011-01-01T00:00:00.000Z,Terminal 6,International,22825,20110
2011-01-01T00:00:00.000Z,Terminal 7,Domestic,209146,211646
2011-01-01T00:00:00.000Z,Terminal 7,International,30398,33394
2011-01-01T00:00:00.000Z,Terminal 8,Domestic,133620,134002
2011-01-01T00:00:00.000Z,Terminal 8,International,3626,7594
2011-01-01T00:00:00.000Z,Tom Bradley International Terminal,International,411699,293741
2011-01-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,0,3817
2011-02-01T00:00:00.000Z,Misc. Terminal,Domestic,169,20
2011-02-01T00:00:00.000Z,Misc. Terminal,International,33,13
2011-02-01T00:00:00.000Z,Terminal 1,Domestic,315291,313228
2011-02-01T00:00:00.000Z,Terminal 2,Domestic,22123,21436
2011-02-01T00:00:00.000Z,Terminal 2,International,156696,161350
2011-02-01T00:00:00.000Z,Terminal 3,Domestic,176948,177125
2011-02-01T00:00:00.000Z,Terminal 3,International,17275,68979
2011-02-01T00:00:00.000Z,Terminal 4,Domestic,319922,303955
2011-02-01T00:00:00.000Z,Terminal 4,International,13449,33222
2011-02-01T00:00:00.000Z,Terminal 5,Domestic,217894,222136
2011-02-01T00:00:00.000Z,Terminal 5,International,3436,14254
2011-02-01T00:00:00.000Z,Terminal 6,Domestic,134250,122309
2011-02-01T00:00:00.000Z,Terminal 6,International,19993,20888
2011-02-01T00:00:00.000Z,Terminal 7,Domestic,194391,197717
2011-02-01T00:00:00.000Z,Terminal 7,International,20557,24065
2011-02-01T00:00:00.000Z,Terminal 8,Domestic,124593,123068
2011-02-01T00:00:00.000Z,Terminal 8,International,3230,7097
2011-02-01T00:00:00.000Z,Tom Bradley International Terminal,International,327342,239918
2011-02-01T00:00:00.000Z,Tom Bradley International Terminal,Domestic,0,3164
2011-03-01T00:00:00.000Z,Misc. Terminal,Domestic,91,212
2011-03-01T00:00:00.000Z,Terminal 1,Domestic,383638,387910
2011-03-01T00:00:00.000Z,Terminal 2,Domestic,22631,24914
2011-03-01T00:00:00.000Z,Terminal 2,International,177550,186213
2011-03-01T00:00:00.000Z,Terminal 3,Domestic,218991,217872
2011-03-01T00:00:00.000Z,Terminal 3,International,19241,80164
2011-03-01T00:00:00.000Z,Terminal 4,Domestic,365887,369370
2011-03-01T00:00:00.000Z,Terminal 4,International,16724,35447
2011-03-01T00:00:00.000Z,Terminal 5,Domestic,216615,224538
