__time,name,nationality,sex,height,weight,sport,gold,silver,bronze
2016-01-01T00:00:00.000Z,Ejowvokoghene Oduduru,NGR,male,0,70,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Birlova,RUS,female,180,62,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Bukina,RUS,female,174,75,wrestling,0,0,1
2016-01-01T00:00:00.000Z,Ekaterina Dyachenko,RUS,female,167,53,fencing,1,0,0
2016-01-01T00:00:00.000Z,Ekaterina Ilina,RUS,female,174,60,handball,1,0,0
2016-01-01T00:00:00.000Z,Ekaterina Ivanova Avramova,TUR,female,180,69,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Karsten,BLR,female,185,81,rowing,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Khilko,UZB,female,163,50,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Korshunova,RUS,female,161,69,shooting,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Kosianenko,RUS,female,178,64,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Levina,ISR,female,168,52,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Lisunova,RUS,female,175,64,aquatics,0,0,1
2016-01-01T00:00:00.000Z,Ekaterina Makarova,RUS,female,180,67,tennis,1,0,0
2016-01-01T00:00:00.000Z,Ekaterina Marennikova,RUS,female,176,70,handball,1,0,0
2016-01-01T00:00:00.000Z,Ekaterina Petukhova,RUS,female,163,48,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Poplavskaya,BLR,female,169,61,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Prokofyeva,RUS,female,176,70,aquatics,0,0,1
2016-01-01T00:00:00.000Z,Ekaterina Rabaya,RUS,female,158,60,shooting,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Tunguskova,UZB,female,0,0,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Valkova,RUS,female,167,63,judo,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Volkova,FIN,female,168,48,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterina Voronina,UZB,female,173,65,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ekaterini Stefanidi,GRE,female,173,59,athletics,1,0,0
2016-01-01T00:00:00.000Z,Ekenechukwu Ibekwe,NGR,male,210,100,basketball,0,0,0
2016-01-01T00:00:00.000Z,Eko Yuli Irawan,INA,male,154,62,weightlifting,0,1,0
2016-01-01T00:00:00.000Z,El Hadi Laameche,ALG,male,165,60,athletics,0,0,0
2016-01-01T00:00:00.000Z,El Hassan Elabbassi,BRN,male,171,61,athletics,0,0,0
2016-01-01T00:00:00.000Z,El Mahadi Messaoudi,MAR,male,168,59,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elaheh Ahmadi,IRI,female,160,62,shooting,0,0,0
2016-01-01T00:00:00.000Z,Elaine Thompson,JAM,female,167,57,athletics,2,1,0
2016-01-01T00:00:00.000Z,Eldar Memisevic,QAT,male,178,77,handball,0,0,0
2016-01-01T00:00:00.000Z,Elder Torres,HON,male,176,69,football,0,0,0
2016-01-01T00:00:00.000Z,Eldred Henry,IVB,male,0,95,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elea Mariama Diarra,FRA,female,176,56,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eleanor Bezzina,MLT,female,154,0,shooting,0,0,0
2016-01-01T00:00:00.000Z,Eleanor Harvey,CAN,female,172,56,fencing,0,0,0
2016-01-01T00:00:00.000Z,Eleanor Logan,USA,female,188,86,rowing,1,0,0
2016-01-01T00:00:00.000Z,Eleanor Patterson,AUS,female,182,65,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eleanor Watton,GBR,female,167,64,hockey,0,0,0
2016-01-01T00:00:00.000Z,Eleftherios Petrounias,GRE,male,164,62,gymnastics,1,0,0
2016-01-01T00:00:00.000Z,Elena Allen,GBR,female,169,68,shooting,0,0,0
2016-01-01T00:00:00.000Z,Elena Aniushina,RUS,female,0,0,canoe,0,0,0
2016-01-01T00:00:00.000Z,Elena Berta,ITA,female,171,58,sailing,0,0,0
2016-01-01T00:00:00.000Z,Elena Cecchini,ITA,female,168,55,cycling,0,0,0
2016-01-01T00:00:00.000Z,Elena Delle Donne,USA,female,195,86,basketball,1,0,0
2016-01-01T00:00:00.000Z,Elena Ezhova,RUS,female,178,69,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Elena Galiabovitch,AUS,female,177,0,shooting,0,0,0
2016-01-01T00:00:00.000Z,Elena Lopez,ESP,female,169,51,gymnastics,0,1,0
2016-01-01T00:00:00.000Z,Elena Maria Bonfanti,ITA,female,172,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elena Panturoiu,ROU,female,170,57,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elena Potapenko,KAZ,female,165,53,modern pentathlon,0,0,0
2016-01-01T00:00:00.000Z,Elena Prokofyeva,RUS,female,169,54,aquatics,1,0,0
2016-01-01T00:00:00.000Z,Elena Sergey Pirozhkova,USA,female,168,71,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elena Vesnina,RUS,female,176,66,tennis,1,0,0
2016-01-01T00:00:00.000Z,Elena Wassen,GER,female,174,63,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elena-Lavinia Tarlea,ROU,female,182,76,rowing,0,0,0
2016-01-01T00:00:00.000Z,Eleni Artymata,CYP,female,177,62,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eleni Doika,GRE,female,170,55,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Eleonora Giorgi,ITA,female,162,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eleonora Lo Bianco,ITA,female,171,67,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Eli Dershwitz,USA,male,186,77,fencing,0,0,0
2016-01-01T00:00:00.000Z,Elia Viviani,ITA,male,177,70,cycling,1,0,0
2016-01-01T00:00:00.000Z,Eliane Martins,BRA,female,160,49,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eliane Saholinirina,MAD,female,154,46,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elias Eliseo Emigdio Abarca,MEX,male,165,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Elias Malave,VEN,male,180,87,archery,0,0,0
2016-01-01T00:00:00.000Z,Elie Konki,FRA,male,170,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Eliecith Palacios,COL,female,170,64,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elif Jale Yesilirmak,TUR,female,164,58,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elijah Motonei Manangoi,KEN,male,185,62,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elin Johansson,SWE,female,176,67,taekwondo,0,0,0
2016-01-01T00:00:00.000Z,Elin Rubensson,SWE,female,166,59,football,0,1,0
2016-01-01T00:00:00.000Z,Elina Mikhina,KAZ,female,170,55,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elina Svitolina,UKR,female,174,60,tennis,0,0,0
2016-01-01T00:00:00.000Z,Elinah Phillip,IVB,female,164,50,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elinor Barker,GBR,female,168,56,cycling,1,0,0
2016-01-01T00:00:00.000Z,Elios Manzi,ITA,male,155,60,judo,0,0,0
2016-01-01T00:00:00.000Z,Elis Guri,BUL,male,189,100,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elis Ligtlee,NED,female,185,90,cycling,1,0,0
2016-01-01T00:00:00.000Z,Elisa Bozzo,ITA,female,170,59,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elisa Longo Borghini,ITA,female,170,59,cycling,0,0,1
2016-01-01T00:00:00.000Z,Elisa Meneghini,ITA,female,150,42,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Elisa Queirolo,ITA,female,168,61,aquatics,0,1,0
2016-01-01T00:00:00.000Z,Elisa Rigaudo,ITA,female,168,53,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elisa Vania Ravololoniaina,MAD,female,165,62,weightlifting,0,0,0
2016-01-01T00:00:00.000Z,Elisa di Francisca,ITA,female,177,65,fencing,0,1,0
2016-01-01T00:00:00.000Z,Elisabet Martinez,ESP,female,167,73,rugby sevens,0,0,0
2016-01-01T00:00:00.000Z,Elisabeth Baldauf,AUT,female,175,62,badminton,0,0,0
2016-01-01T00:00:00.000Z,Elisabeth Mandaba,CAF,female,133,53,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elisabeth Seitz,GER,female,161,57,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Elisavet Pesiridou,GRE,female,175,58,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elisbet Games,CUB,female,163,57,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elise Bussaglia,FRA,female,163,54,football,0,0,0
2016-01-01T00:00:00.000Z,Elise Kellond-Knight,AUS,female,165,60,football,0,0,0
2016-01-01T00:00:00.000Z,Eliska Klucinova,CZE,female,178,70,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elissa Downie,GBR,female,158,58,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Elitsa Atanasova Yankova,BUL,female,151,48,wrestling,0,0,1
2016-01-01T00:00:00.000Z,Eliud Kipchoge,KEN,male,167,57,athletics,1,0,0
2016-01-01T00:00:00.000Z,Eliza Buceschi,ROU,female,178,70,handball,0,0,0
2016-01-01T00:00:00.000Z,Eliza McCartney,NZL,female,179,66,athletics,0,0,1
2016-01-01T00:00:00.000Z,Elizabet Chavez,ESP,female,192,81,handball,0,0,0
2016-01-01T00:00:00.000Z,Elizabeta Samara,ROU,female,171,56,table tennis,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Armitstead,GBR,female,168,55,cycling,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Beisel,USA,female,168,63,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Bravo,ECU,female,160,49,triathlon,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Cambage,AUS,female,202.99999999999997,98,basketball,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Cui,NZL,female,159,58,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Gleadle,CAN,female,185,79,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Gunson,NZL,female,162,62,hockey,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Keddell,NZL,female,169,67,hockey,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Madden,USA,female,168,63,equestrian,0,1,0
2016-01-01T00:00:00.000Z,Elizabeth Pinedo,ESP,female,175,68,handball,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Thompson,NZL,female,175,71,hockey,0,0,0
2016-01-01T00:00:00.000Z,Elizabeth Yin,SIN,female,167,70,sailing,0,0,0
2016-01-01T00:00:00.000Z,Elizbar Odikadze,GEO,male,187,105,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elke Karsten,ARG,female,175,65,handball,0,0,0
2016-01-01T00:00:00.000Z,Elke Vanhoof,BEL,female,163,60,cycling,0,0,0
2016-01-01T00:00:00.000Z,Ella Nelson,AUS,female,169,58,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ella Nicholas,COK,female,160,62,canoe,0,0,0
2016-01-01T00:00:00.000Z,Ellen Hogerwerf,NED,female,183,72,rowing,0,0,0
2016-01-01T00:00:00.000Z,Ellen Hoog,NED,female,164,54,hockey,0,1,0
2016-01-01T00:00:00.000Z,Ellen Sprunger,SUI,female,172,62,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ellen Tomek,USA,female,178,72,rowing,0,0,0
2016-01-01T00:00:00.000Z,Ellen van Dijk,NED,female,182,71,cycling,0,0,0
2016-01-01T00:00:00.000Z,Ellia Green,AUS,female,172,75,rugby sevens,1,0,0
2016-01-01T00:00:00.000Z,Ellie Carpenter,AUS,female,165,60,football,0,0,0
2016-01-01T00:00:00.000Z,Ellie Faulkner,GBR,female,165,68,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elliot Giles,GBR,male,183,77,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elliot van Strydonck,BEL,male,185,75,hockey,0,1,0
2016-01-01T00:00:00.000Z,Ellis Oreilly,IRL,female,164,63,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Elmar Gasimov,AZE,male,188,100,judo,0,1,0
2016-01-01T00:00:00.000Z,Elmira Syzdykova,KAZ,female,172,69,wrestling,0,0,1
2016-01-01T00:00:00.000Z,Elmo Jankari,FIN,male,0,0,equestrian,0,0,0
2016-01-01T00:00:00.000Z,Elmurat Tasmuradov,UZB,male,160,59,wrestling,0,0,1
2016-01-01T00:00:00.000Z,Elodie Clouvel,FRA,female,182,69,modern pentathlon,0,1,0
2016-01-01T00:00:00.000Z,Elodie Guiglion,FRA,female,166,63,rugby sevens,0,0,0
2016-01-01T00:00:00.000Z,Elodie Ravera-Scaramozzino,FRA,female,177,70,rowing,0,0,0
2016-01-01T00:00:00.000Z,Elodie Thomis,FRA,female,168,60,football,0,0,0
2016-01-01T00:00:00.000Z,Eloi Imaniraguha,RWA,male,0,0,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Eloise Wellings,AUS,female,172,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elroy Gelant,RSA,male,175,61,athletics,0,0,0
2016-01-01T00:00:00.000Z,Els Rens,BEL,female,160,51,athletics,0,0,0
2016-01-01T00:00:00.000Z,Elsa Baquerizo McMillan,ESP,female,181,68,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Elsabeth Black,CAN,female,155,56,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Elshod Rasulov,UZB,male,184,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Elsie Uwamahoro,BDI,female,165,54,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Elson Brechtefeld,NRU,male,155,56,weightlifting,0,0,0
2016-01-01T00:00:00.000Z,Elvin Mamishzada,AZE,male,165,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Elvin Mursaliyev,AZE,male,178,75,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Elvina Karimova,RUS,female,166,62,aquatics,0,0,1
2016-01-01T00:00:00.000Z,Elvismar Rodriguez,VEN,female,178,70,judo,0,0,0
2016-01-01T00:00:00.000Z,Elyane Boal,CPV,female,170,58,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Ema Ramusovic,MNE,female,183,78,handball,0,0,0
2016-01-01T00:00:00.000Z,Emanuel Andrade,VEN,male,189,76,equestrian,0,0,0
2016-01-01T00:00:00.000Z,Emanuel Buchmann,GER,male,181,61,cycling,0,0,0
2016-01-01T00:00:00.000Z,Emanuel Silva,POR,male,186,87,canoe,0,0,0
2016-01-01T00:00:00.000Z,Emanuele Birarelli,ITA,male,202,95,volleyball,0,1,0
2016-01-01T00:00:00.000Z,Emanuele Gaudiano,ITA,male,175,70,equestrian,0,0,0
2016-01-01T00:00:00.000Z,Emanuele Liuzzi,ITA,male,191,85,rowing,0,0,0
2016-01-01T00:00:00.000Z,Emanuelle Lima,BRA,female,167,55,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Emel Dereli,TUR,female,181,110,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emelda Piata Zessi,CMR,female,190,65,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Emelie Lundberg,SWE,female,173,74,football,0,0,0
2016-01-01T00:00:00.000Z,Emerric Kpegba,TOG,male,0,0,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emerson Duarte,BRA,male,182,80,shooting,0,0,0
2016-01-01T00:00:00.000Z,Emese Szasz,HUN,female,176,71,fencing,1,0,0
2016-01-01T00:00:00.000Z,Emi Nishikori,JPN,female,160,53,hockey,0,0,0
2016-01-01T00:00:00.000Z,Emil Larsen,DEN,male,183,79,football,0,0,0
2016-01-01T00:00:00.000Z,Emil Milev,USA,male,178,83,shooting,0,0,0
2016-01-01T00:00:00.000Z,Emilce Sosa,ARG,female,177,72,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Emilee Cherry,AUS,female,168,70,rugby sevens,1,0,0
2016-01-01T00:00:00.000Z,Emilia Alina Vuc,ROU,female,154,50,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Emilia Ankiewicz,POL,female,178,64,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emilia Appelqvist,SWE,female,168,65,football,0,1,0
2016-01-01T00:00:00.000Z,Emilia Fahlin,SWE,female,176,62,cycling,0,0,0
2016-01-01T00:00:00.000Z,Emilia Pikkarainen,FIN,female,173,56,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emiliano Grillo,ARG,male,178,78,golf,0,0,0
2016-01-01T00:00:00.000Z,Emiliano Lasa,URU,male,180,75,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emilie Andeol,FRA,female,170,97,judo,1,0,0
2016-01-01T00:00:00.000Z,Emilie Fournel,CAN,female,155,59,canoe,0,0,0
2016-01-01T00:00:00.000Z,Emilie Hegh Arntzen,NOR,female,183,0,handball,0,0,1
2016-01-01T00:00:00.000Z,Emilie Menuet,FRA,female,155,44,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emily Batty,CAN,female,161,48,cycling,0,0,0
2016-01-01T00:00:00.000Z,Emily Diamond,GBR,female,173,58,athletics,0,0,1
2016-01-01T00:00:00.000Z,Emily Gielnik,AUS,female,0,0,football,0,0,0
2016-01-01T00:00:00.000Z,Emily Infeld,USA,female,163,49,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emily Morley,BAH,female,153,70,rowing,0,0,0
2016-01-01T00:00:00.000Z,Emily Overholt,CAN,female,170,60,aquatics,0,0,1
2016-01-01T00:00:00.000Z,Emily Regan,USA,female,188,80,rowing,1,0,0
2016-01-01T00:00:00.000Z,Emily Rogers,AUS,female,173,52,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emily Scarratt,GBR,female,181,79,rugby sevens,0,0,0
2016-01-01T00:00:00.000Z,Emily Scott,GBR,female,165,60,rugby sevens,0,0,0
2016-01-01T00:00:00.000Z,Emily Seebohm,AUS,female,180,70,aquatics,0,1,0
2016-01-01T00:00:00.000Z,Emily Smith,AUS,female,159,55,hockey,0,0,0
2016-01-01T00:00:00.000Z,Emily Sonnett,USA,female,168,60,football,0,0,0
2016-01-01T00:00:00.000Z,Emily van Egmond,AUS,female,179,70,football,0,0,0
2016-01-01T00:00:00.000Z,Emma Berglund,SWE,female,172,63,football,0,1,0
2016-01-01T00:00:00.000Z,Emma Coburn,USA,female,173,54,athletics,0,0,1
2016-01-01T00:00:00.000Z,Emma Dyke,NZL,female,181,68,rowing,0,0,0
2016-01-01T00:00:00.000Z,Emma Hinze,GER,female,168,63,cycling,0,0,0
2016-01-01T00:00:00.000Z,Emma Johansson,SWE,female,168,54,cycling,0,1,0
2016-01-01T00:00:00.000Z,Emma Jorgensen,DEN,female,169,70,canoe,0,1,0
2016-01-01T00:00:00.000Z,Emma Larsson,SWE,female,147,40,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Emma McKeon,AUS,female,180,60,aquatics,1,2,1
2016-01-01T00:00:00.000Z,Emma Moffatt,AUS,female,171,57,triathlon,0,0,0
2016-01-01T00:00:00.000Z,Emma Pooley,GBR,female,157,50,cycling,0,0,0
2016-01-01T00:00:00.000Z,Emma Robinson,NZL,female,180,72,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emma Tonegato,AUS,female,165,63,rugby sevens,1,0,0
2016-01-01T00:00:00.000Z,Emma Twigg,NZL,female,182,76,rowing,0,0,0
2016-01-01T00:00:00.000Z,Emmaculate Msipa,ZIM,female,168,59,football,0,0,0
2016-01-01T00:00:00.000Z,Emmanouil Mylonakis,GRE,male,185,75,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Callender,TTO,male,189,86,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Daniel,NGR,male,174,0,football,0,0,1
2016-01-01T00:00:00.000Z,Emmanuel Dasor,GHA,male,0,0,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Lebesson,FRA,male,180,75,table tennis,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Lucenti,ARG,male,173,81,judo,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Matadi,LBR,male,0,0,athletics,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Stockbroekx,BEL,male,189,88,hockey,0,1,0
2016-01-01T00:00:00.000Z,Emmanuel Vanluchene,BEL,male,180,75,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Emmanuel Zapata,ARG,male,180,80,modern pentathlon,0,0,0
2016-01-01T00:00:00.000Z,Emre Zafer Barnes,TUR,male,178,73,athletics,0,0,0
2016-01-01T00:00:00.000Z,Enas Mostafa Youssef Ahmed,EGY,female,165,69,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Endry Jose Saavedra,VEN,male,180,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Endy Miyem,FRA,female,188,87,basketball,0,0,0
2016-01-01T00:00:00.000Z,English Gardner,USA,female,168,54,athletics,1,0,0
2016-01-01T00:00:00.000Z,Enkelejda Shehaj Bekurti,USA,female,163,57,shooting,0,0,0
2016-01-01T00:00:00.000Z,Enkh-Amar Kharkhuu,MGL,male,170,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Enrico D'Aniello,ITA,male,152,53,rowing,0,0,0
2016-01-01T00:00:00.000Z,Enrico Garozzo,ITA,male,190,70,fencing,0,1,0
2016-01-01T00:00:00.000Z,Enrico Lacruz,NED,male,181,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Enrique Brol,GUA,male,181,73,shooting,0,0,0
2016-01-01T00:00:00.000Z,Enrique Jose Arathoon Pacas,ESA,male,180,78,sailing,0,0,0
2016-01-01T00:00:00.000Z,Enzo Khasz,FRA,male,202.99999999999997,105,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Enzo Lefort,FRA,male,191,80,fencing,0,1,0
2016-01-01T00:00:00.000Z,Enzo Yanez,CHI,male,174,63,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eoin Coughlan,AUS,male,186,81,judo,0,0,0
2016-01-01T00:00:00.000Z,Epke Zonderland,NED,male,173,69,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Epp Mae,EST,female,170,76,wrestling,0,0,0
2016-01-01T00:00:00.000Z,Ercan Muslu,TUR,male,160,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erdinc Kebapci,TUR,male,191,77,shooting,0,0,0
2016-01-01T00:00:00.000Z,Eri Hozumi,JPN,female,167,60,tennis,0,0,0
2016-01-01T00:00:00.000Z,Eri Tosaka,JPN,female,152,53,wrestling,1,0,0
2016-01-01T00:00:00.000Z,Eri Yonamine,JPN,female,160,51,cycling,0,0,0
2016-01-01T00:00:00.000Z,Eric Alejandro,PUR,male,180,81,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eric Cray,PHI,male,176,70,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eric Delaunay,FRA,male,178,83,shooting,0,0,0
2016-01-01T00:00:00.000Z,Eric Gillis,CAN,male,172,58,athletics,0,0,0
2016-01-01T00:00:00.000Z,Eric Johannesen,GER,male,193,100,rowing,0,1,0
2016-01-01T00:00:00.000Z,Eric Lamaze,CAN,male,170,65,equestrian,0,0,1
2016-01-01T00:00:00.000Z,Eric Murray,NZL,male,195,98,rowing,1,0,0
2016-01-01T00:00:00.000Z,Eric Oelschlaegel,GER,male,193,87,football,0,1,0
2016-01-01T00:00:00.000Z,Eric Woelfl,CAN,male,193,69,rowing,0,0,0
2016-01-01T00:00:00.000Z,Erica Elizabeth Wiebe,CAN,female,175,75,wrestling,1,0,0
2016-01-01T00:00:00.000Z,Erica de Sena,BRA,female,168,55,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erick Aguirre,MEX,male,170,60,football,0,0,0
2016-01-01T00:00:00.000Z,Erick Barrondo,GUA,male,178,60,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erick Gutierrez,MEX,male,176,70,football,0,0,0
2016-01-01T00:00:00.000Z,Erick Rodriguez,NCA,male,173,59,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erick Torres,MEX,male,183,79,football,0,0,0
2016-01-01T00:00:00.000Z,Erik Heil,GER,male,185,80,sailing,0,0,1
2016-01-01T00:00:00.000Z,Erik Kynard,USA,male,194,89,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erik Persson,SWE,male,181,75,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Erik Pfeifer,GER,male,191,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Erik Shoji,USA,male,184,83,volleyball,0,0,1
2016-01-01T00:00:00.000Z,Erik Tysse,NOR,male,0,0,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erik Varga,SVK,male,184,90,shooting,0,0,0
2016-01-01T00:00:00.000Z,Erik Vlcek,SVK,male,189,89,canoe,0,1,0
2016-01-01T00:00:00.000Z,Erika,BRA,female,172,60,football,0,0,0
2016-01-01T00:00:00.000Z,Erika Abril,COL,female,164,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erika Araki,JPN,female,186,78,volleyball,0,0,0
2016-01-01T00:00:00.000Z,Erika Fasana,ITA,female,149,44,gymnastics,0,0,0
2016-01-01T00:00:00.000Z,Erika Ferraioli,ITA,female,180,65,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Erika Kinsey,SWE,female,185,68,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erika Kirpu,EST,female,174,61,fencing,0,0,0
2016-01-01T00:00:00.000Z,Erika Miranda,BRA,female,162,52,judo,0,0,0
2016-01-01T00:00:00.000Z,Erika Olivera,CHI,female,163,55,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erika Seltenreich-Hodgson,CAN,female,170,65,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Erika Souza,BRA,female,197,92,basketball,0,0,0
2016-01-01T00:00:00.000Z,Erika Villaecija garcia,ESP,female,177,61,aquatics,0,0,0
2016-01-01T00:00:00.000Z,Erin Densham,AUS,female,165,52,triathlon,0,0,0
2016-01-01T00:00:00.000Z,Erin Nayler,NZL,female,177,68,football,0,0,0
2016-01-01T00:00:00.000Z,Erin Phillips,AUS,female,173,70,basketball,0,0,0
2016-01-01T00:00:00.000Z,Erin Rafuse,CAN,female,173,60,sailing,0,0,0
2016-01-01T00:00:00.000Z,Erin Teschuk,CAN,female,163,52,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erina Jeke,ZIM,female,163,53,football,0,0,0
2016-01-01T00:00:00.000Z,Erislandy Savon,CUB,male,192,0,boxing,0,0,1
2016-01-01T00:00:00.000Z,Erkin Adylbek Uulu,KGZ,male,190,0,boxing,0,0,0
2016-01-01T00:00:00.000Z,Erlon de Souza Silva,BRA,male,175,78,canoe,0,1,0
2016-01-01T00:00:00.000Z,Ernesto Andres Zamora,URU,male,180,63,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ernesto Boardman,MEX,male,175,92,archery,0,0,0
2016-01-01T00:00:00.000Z,Ernesto Reve,CUB,male,182,79,athletics,0,0,0
2016-01-01T00:00:00.000Z,Ernst Rost-Onnes,BRA,male,184,76,hockey,0,0,0
2016-01-01T00:00:00.000Z,Ersin Tacir,TUR,male,170,61,athletics,0,0,0
2016-01-01T00:00:00.000Z,Erwan le Pechoux,FRA,male,171,65,fencing,0,1,0
2016-01-01T00:00:00.000Z,Erwin Jose Caraballo Cabrera,VEN,male,185,130,wrestling,0,0,0
